player,map,N,lambda,VMR,Disp_Stat,P_disp,Chi_stat,P_chi,n_bins,reject_disp,reject_chi,NB_stat,P_nb,alpha_hat,nb_defined,reject_nb
dobu,Ancient,44,5.7727272727272725,1.328328145028383,57.11811023622047,0.1464929136427998,1.5934685074288577,0.9020380656180274,7,0,0,2.0392144767361553,0.7285462401166175,0.05687574165846005,1,0.0
dobu,Inferno,43,6.558139534883721,1.679500168861871,70.53900709219859,0.007589523355058418,11.660631545734816,0.039745731617591804,7,1,1,6.343984739511203,0.38577965573126805,0.10361172787610089,1,0.0
birdfromsky,Ancient,50,7.48,1.4200589326639748,69.58288770053476,0.056279294573459794,5.556503572042202,0.4746539587795239,8,0,0,4.9800326695567785,0.5463766267883652,0.0561576113187132,1,0.0
birdfromsky,Dust2,59,7.5423728813559325,2.314839209608679,134.26067415730338,1.1051153385892717e-07,10.184564882972612,0.117091691408426,8,1,0,10.636520807459432,0.3865282537446153,0.17432699633013946,1,0.0
birdfromsky,Inferno,48,9.895833333333334,1.6995744680851061,79.88,0.003908232937786937,3.744741477206857,0.8086639264906735,9,1,0,4.640154818438083,0.7952528076056299,0.07069384098544229,1,0.0
birdfromsky,Nuke,63,6.492063492063492,1.4254278728606355,88.3765281173594,0.031124608840792944,4.72131940657289,0.5800199328984061,8,1,0,5.459333652461573,0.486385349413359,0.06553045474381428,1,0.0
piriajr,Ancient,79,5.151898734177215,1.0704970704970704,83.4987714987715,0.6287998841855145,4.162824618842846,0.6546524237659743,8,0,0,3.8859541021439834,0.5659499889785189,0.013683706558399443,1,0.0
piriajr,Anubis,42,4.095238095238095,1.5343165059557575,62.90697674418606,0.03093846898111548,6.091608894977312,0.19241052428559194,6,1,0,5.26275917927792,0.2613834059320911,0.1304726351752431,1,0.0
piriajr,Dust2,75,5.0,1.8702702702702703,138.4,1.688683769690233e-05,14.186433244637271,0.027621536020084426,8,1,1,6.989030170144432,0.4300229280267024,0.17405405405405402,1,0.0
piriajr,Inferno,58,4.810344827586207,1.7174746903100038,97.89605734767021,0.0012279485911487482,5.157490173177766,0.3969639780169579,7,1,0,5.354711836661527,0.4991876610725132,0.14915244458057425,1,0.0
piriajr,Mirage,107,4.5607476635514015,1.5231596040828956,161.45491803278694,0.0008431033761416486,16.948474970449336,0.009474483422832955,8,1,1,4.539294036059668,0.7159805886132692,0.11470917548538903,1,0.0
piriajr,Nuke,111,4.009009009009009,1.317466802860061,144.92134831460672,0.028739033267551915,5.2822471180817345,0.5081554050170072,8,1,0,3.388258076570694,0.6403588578794354,0.079188348578577,1,0.0
Moseyuh,Ancient,57,5.0701754385964914,1.471206129510628,82.38754325259517,0.02481894734941576,9.177223400238617,0.1022007045926639,7,1,0,6.59886732613375,0.25222236248170715,0.09293684907303043,1,0.0
Moseyuh,Inferno,77,5.415584415584416,1.658715133156633,126.06235011990411,0.0005443128882996935,16.15042433530121,0.012968952365854472,8,1,1,4.342434492229961,0.7395982279653099,0.12163325000733992,1,0.0
Moseyuh,Mirage,65,4.723076923076923,1.458978013029316,93.37459283387622,0.019427484612407345,5.409774817118647,0.3679408521278649,7,1,0,9.611018407916987,0.14201774812294385,0.0971777552016467,1,0.0
Moseyuh,Nuke,46,4.239130434782608,0.7987464387464387,35.94358974358974,0.3391564784810301,6.371015358313862,0.17310106343690773,6,0,0,,,,0,
gafolo,Ancient,108,5.638888888888889,1.3307398370240775,142.38916256157628,0.0251637979365633,14.003426804999727,0.05112043792281342,9,1,0,8.240897426665686,0.3118320096605363,0.05865337011264427,1,0.0
gafolo,Anubis,96,4.96875,1.480635551142006,140.66037735849056,0.0032741198608528775,6.020360341702837,0.4209131713858682,8,1,0,6.997782335151107,0.42911079688799136,0.09673168324870562,1,0.0
gafolo,Inferno,104,7.548076923076923,1.8493228619133015,190.48025477707006,7.104700768422251e-07,26.26207632649193,0.0009471370442858975,10,1,1,5.995069492667148,0.8156773140986756,0.11252175495411892,1,0.0
gafolo,Mirage,117,5.35042735042735,1.083755646138592,125.71565495207666,0.5064549743072541,7.125237737571478,0.4159577880985805,9,0,0,6.21169624437429,0.39989856853867406,0.015654010540279963,1,0.0
gafolo,Nuke,177,4.536723163841808,1.467833691837428,258.33872976338733,0.00010429462324177916,14.112661453804114,0.04921346001390239,9,1,1,4.074865986629646,0.7711150703985766,0.10312149869891003,1,0.0
bnc,Ancient,62,6.419354838709677,1.6269873959963754,99.2462311557789,0.00285667649790092,8.144247978077312,0.22772471584587714,8,1,0,4.590446790520015,0.7098003623388307,0.09767140339642029,1,0.0
bnc,Anubis,46,5.413043478260869,1.3512717536813925,60.807228915662655,0.11598032036716513,2.100591111899519,0.7172637889505192,6,0,0,4.734823097478017,0.4490920193037138,0.06489357698531749,1,0.0
bnc,Inferno,45,5.511111111111111,1.1185850439882696,49.217741935483865,0.544447446279887,6.370055326075356,0.17316431300786145,6,0,0,6.342508609581261,0.17498806249612517,0.021517447497871513,1,0.0
bnc,Mirage,59,5.372881355932203,0.9941259654084631,57.65930599369086,0.9758402139233284,4.254991637407757,0.6422123086038545,8,0,0,,,,0,
bnc,Nuke,60,3.8833333333333333,1.2839892340146941,75.75536480686695,0.13973384072088843,5.632310842655446,0.3436555119268569,7,0,0,5.200341543048802,0.2673519053927388,0.07313027485356932,1,0.0
ALLE,Ancient,57,5.771929824561403,1.6150673035171514,90.44376899696049,0.00484919420657206,2.237348567810982,0.815423229047058,7,1,0,2.805454743345172,0.8328382432553814,0.10656181246345788,1,0.0
ALLE,Anubis,48,6.3125,1.2346745312829155,58.02970297029703,0.2598653249514716,2.4867856814348954,0.869943617034228,8,0,0,2.2851877586345024,0.8084399153369949,0.037176163371550976,1,0.0
ALLE,Inferno,57,5.491228070175438,1.2300319488817895,68.88178913738021,0.23145434765441547,5.496728473499653,0.48185220139027807,8,0,0,5.169830778882872,0.3955075563016317,0.04189080219253034,1,0.0
ALLE,Mirage,63,4.7936507936507935,1.5757316812646869,97.69536423841059,0.005164765459459787,16.271807882732187,0.006109411956875929,7,1,1,14.811760649342025,0.02177242095586305,0.12010296662144128,1,1.0
desh,Ancient,71,4.746478873239437,1.4309453158117846,100.16617210682493,0.02093935263926777,9.453569147602824,0.09228403431874779,7,1,0,6.2811613087367375,0.39244243603348655,0.0907926333015926,1,0.0
desh,Dust2,43,5.627906976744186,1.353994490358127,56.867768595041326,0.1251482220983127,8.838476947120942,0.11568281747805226,7,0,0,5.188987394605719,0.26845001364340704,0.06289984746032833,1,0.0
desh,Mirage,53,3.7169811320754715,1.286997266692698,66.92385786802029,0.15942873611917963,4.270493341325196,0.37063452236217787,6,0,0,3.4457137295642286,0.4861805520790373,0.07721246261275631,1,0.0
desh,Nuke,67,2.955223880597015,0.9375573921028468,61.87878787878788,0.7580203299219599,6.306604714444376,0.1773910625319925,6,0,0,,,,0,
kraghen,Ancient,170,5.858823529411764,1.2065064993702623,203.89959839357434,0.06920347345979241,9.214031682888919,0.3245636228392126,10,0,0,9.202692653134939,0.2384293531082746,0.03524709326600863,1,0.0
kraghen,Anubis,99,5.3232323232323235,1.0919722727800796,107.0132827324478,0.5013595405732892,2.5452672581552758,0.8633675364638054,8,0,0,3.3621000227822453,0.762217018691071,0.017277523729085146,1,0.0
kraghen,Dust2,125,4.96,1.7930541103017685,222.3387096774193,2.8595786711585806e-07,17.183815604197132,0.016248588796463223,9,1,1,8.739873228449921,0.364713005326375,0.15988994159309847,1,0.0
kraghen,Inferno,148,6.452702702702703,1.1856751077394307,174.29424083769632,0.12329279408556879,2.126387124212811,0.9768899747196751,10,0,0,7.243608098139101,0.5105919120829376,0.02877478109469711,1,0.0
kraghen,Nuke,128,5.5,1.2426628489620617,157.8181818181818,0.06616067369186714,4.145293469382032,0.7628986645166291,9,0,0,6.088680189381687,0.6372989308047534,0.04412051799310211,1,0.0
kaze,Ancient,63,5.158730158730159,1.695880893300248,105.14461538461538,0.001033216091895505,10.817361893753299,0.05512384950300838,7,1,0,6.046057253736118,0.5343819036178886,0.13489383470127886,1,0.0
kaze,Anubis,46,4.478260869565218,1.1982740021574971,53.92233009708737,0.34012374133584533,2.603289781620525,0.62624046417216,6,0,0,1.8327885865021147,0.6078258975488615,0.04427477718080031,1,0.0
kaze,Inferno,56,5.732142857142857,1.487567261399037,81.81619937694703,0.0219359331867753,4.047300827752896,0.5426261005500346,7,1,0,4.360457239158826,0.6280199437825085,0.08505846304780708,1,0.0
kaze,Mirage,52,5.019230769230769,1.5195702802193674,77.49808429118774,0.019554788213705623,2.412005795396885,0.7896848894837704,7,1,0,1.9133912856632687,0.8609945552328957,0.10351591789811151,1,0.0
mzinho,Ancient,107,5.813084112149533,1.1331978401989928,120.11897106109325,0.3295478553591298,3.4147363555625505,0.8441722850570996,9,0,0,2.5368035558140885,0.8643262364240456,0.02291345482522868,1,0.0
mzinho,Anubis,49,4.714285714285714,0.9633838383838385,46.24242424242424,0.9097911794332221,1.2508459928744102,0.9399073791038957,7,0,0,,,,0,
mzinho,Dust2,56,4.607142857142857,1.5602536997885832,85.81395348837208,0.009866935340116564,10.392734625781857,0.06484201990186958,7,1,0,10.764528332229528,0.05625382726671694,0.121605454217677,1,0.0
mzinho,Inferno,76,4.7894736842105265,1.4549450549450549,109.12087912087912,0.012356779553993036,7.865608402322247,0.16379939709467453,7,1,0,13.558000931242098,0.0349827016356888,0.09498852795556091,1,1.0
