player,map,N,lambda,VMR,Disp_Stat,P_disp,Chi_stat,P_chi,n_bins,reject_disp,reject_chi,NB_stat,P_nb,alpha_hat,nb_defined,reject_nb
AZUWU,Ancient,118,5.245762711864407,1.4010052055286302,163.91760904684972,0.005524122311488469,14.762369767839749,0.022187686433183754,8,1,1,8.17155192803233,0.31771010510218883,0.07644364176474694,1,0.0
AZUWU,Anubis,65,4.846153846153846,1.2202380952380951,78.09523809523809,0.22149635893825373,6.558170242536193,0.25562674422440285,7,0,0,5.8815409406258565,0.31791671582729336,0.04544595616024185,1,0.0
AZUWU,Dust2,82,4.7926829268292686,1.606037759557692,130.08905852417305,0.0008894674512529773,7.927084003038675,0.16030021937217245,7,1,0,11.875201242573649,0.06481152730185842,0.12645062667615964,1,0.0
AZUWU,Inferno,79,5.227848101265823,2.025392686409635,157.98062953995156,4.58361006828913e-07,12.95153881827912,0.04381200155386613,8,1,1,7.018501398550648,0.5346378267895433,0.19614048965220623,1,0.0
AZUWU,Mirage,126,4.968253968253968,1.3008562300319484,162.60702875399357,0.026699562703562833,11.156056547456656,0.1319552833061574,9,1,0,4.032531399021797,0.7760228926305367,0.06055572681154234,1,0.0
AZUWU,Nuke,71,4.732394366197183,0.9898809523809526,69.29166666666669,0.997096612644509,2.155077686898974,0.8272976126044653,7,0,0,,,,0,
Kvem,Ancient,72,6.375,1.323115161557581,93.94117647058823,0.07115935447789248,8.073055482877852,0.23279980029444494,8,0,0,5.515886269677521,0.5972683831083292,0.05068473122471857,1,0.0
Kvem,Anubis,57,5.228070175438597,1.1409395973154361,63.89261744966443,0.43791930395775364,4.622916290576759,0.4636079491684121,7,0,0,9.025411489693612,0.1080548617850921,0.026958245124093495,1,0.0
Kvem,Dust2,73,6.301369863013699,1.16237922705314,83.69130434782608,0.32663615217312614,4.086982904257034,0.6649063955711978,8,0,0,5.537663883994735,0.47691625227929146,0.02576887733669394,1,0.0
Kvem,Inferno,54,5.703703703703703,1.3736829208527324,72.80519480519482,0.07366763826237277,1.7483675568677626,0.8827508092553769,7,0,0,1.669683882565636,0.9474376454758591,0.06551583677288166,1,0.0
Kvem,Mirage,108,5.703703703703703,1.5345308896710768,164.1948051948052,0.0006343441745220422,10.094393328314993,0.18328709810303526,9,1,0,3.759991757509463,0.8781026364352947,0.09371645468259139,1,0.0
Kvem,Nuke,46,4.434782608695652,1.2793028322440088,57.568627450980394,0.19801758982141057,0.8795552106349674,0.9274754587600331,6,0,0,2.5106273743662544,0.47337354009530175,0.06298005040796277,1,0.0
alex,Ancient,109,6.220183486238532,1.33781273899268,144.48377581120943,0.021913524054028514,15.24363006103932,0.054577791080102994,10,1,0,10.968134789882198,0.2035112716631956,0.05430912765516538,1,0.0
alex,Inferno,82,6.7073170731707314,1.5368799102132435,124.48727272727272,0.0027346455950381676,12.469656189590053,0.08613384602174895,9,1,0,17.43733347106649,0.02586399604121454,0.08004391388633812,1,1.0
alex,Mirage,78,4.948717948717949,1.4218424062983654,109.48186528497413,0.017698138337770893,4.74027258108424,0.5775302124870048,8,1,0,1.2155193934671835,0.9761112235185727,0.08524276603956607,1,0.0
alex,Nuke,96,4.71875,1.1586615545486232,110.0728476821192,0.27647454711959707,2.902787818884801,0.71497004348346,7,0,0,2.2845536685590058,0.8917575330422768,0.03362364069904596,1,0.0
vicu,Ancient,46,5.543478260869565,1.4488017429193893,65.19607843137253,0.052099190075872485,2.8708409508791783,0.7198901929214234,7,0,0,4.46439726890924,0.484661047300442,0.08096031440898789,1,0.0
ammar,Ancient,73,4.616438356164384,1.2012034289482358,86.48664688427299,0.23431366166996348,6.397831406388965,0.2694091782676992,7,0,0,4.757605974695802,0.4461726386255622,0.043584125558519926,1,0.0
ammar,Dust2,82,4.463414634146342,1.273426431896377,103.14754098360655,0.0981077970707281,8.605933598779652,0.19698282676812243,8,0,0,6.580126945219204,0.25378534731974334,0.06125947381284951,1,0.0
ammar,Inferno,42,4.142857142857143,1.36080740117746,55.793103448275865,0.12306028033825345,2.8956466144289097,0.5754378074789195,6,0,0,1.715963791392858,0.6333905309922712,0.08709144166352482,1,0.0
ammar,Mirage,80,4.9625,1.1960271657685806,94.48614609571787,0.22556028849051332,5.641348316617435,0.4645400872196621,8,0,0,5.138980257404358,0.39915554965453837,0.03950169587276185,1,0.0
EmiliaQAQ,Ancient,70,5.285714285714286,1.3991382687034861,96.54054054054055,0.03197613750912839,9.451585487680585,0.14972847202196055,8,1,0,4.914077096358913,0.5548797787941839,0.07551264543038926,1,0.0
EmiliaQAQ,Anubis,56,4.75,1.5177033492822967,83.47368421052632,0.015849274219742096,8.04899008067632,0.15355627527303142,7,1,0,5.292235752124394,0.5069145117966893,0.10899017879627297,1,0.0
EmiliaQAQ,Dust2,92,5.184782608695652,1.4282258621881259,129.96855345911948,0.009217435179304977,7.536907065903286,0.2740301086627466,8,1,0,8.074769123639538,0.3260470617625532,0.08259282876584399,1,0.0
EmiliaQAQ,Inferno,56,5.410714285714286,1.2687068706870688,69.77887788778878,0.17322513539696083,3.2982003256139003,0.7705954160642059,8,0,0,2.206917964507614,0.8198360859060775,0.049661995902560575,1,0.0
EmiliaQAQ,Nuke,64,3.625,0.7837985769020253,49.37931034482759,0.21009268044147003,2.9160656395538322,0.5719684442644182,6,0,0,,,,0,
roman,Ancient,59,5.135593220338983,1.2855354500967342,74.56105610561058,0.14094163975890855,5.586515900801324,0.3485523314509557,7,0,0,4.85159426684498,0.4342591753366849,0.05559931206504064,1,0.0
roman,Anubis,49,3.836734693877551,1.5458776595744683,74.20212765957447,0.017968996638712563,3.4694453774333343,0.4825394250921502,6,1,0,4.372350316994004,0.3579528622428978,0.14227662403802632,1,0.0
roman,Nuke,77,3.6103896103896105,0.9341158652025748,70.9928057553957,0.7180950638111678,1.7253781217670288,0.8856871639248957,7,0,0,,,,0,
NAF,Ancient,68,6.735294117647059,1.3057420321970932,87.48471615720524,0.09449303744983172,4.4273269737720575,0.7294497379048568,9,0,0,3.412211870872198,0.7556105146770646,0.045394013513978884,1,0.0
NAF,Anubis,47,5.23404255319149,1.247790738776953,57.39837398373983,0.2417669381173431,5.460576173419298,0.24321666169115796,6,0,0,4.948468800838153,0.42220148308607675,0.04734213301836092,1,0.0
NAF,Dust2,59,5.033898305084746,1.6026936026936027,92.95622895622895,0.004864987395788458,8.477487725324048,0.13180989265964202,7,1,0,9.965506969445402,0.07621851123024206,0.11972701198290422,1,0.0
NAF,Inferno,73,5.6438356164383565,1.675229234088457,120.61650485436891,0.000582920062493627,16.70368702278552,0.010436203698823289,8,1,1,9.951344288623176,0.19134755374749576,0.11964013128266347,1,0.0
NAF,Mirage,65,4.7384615384615385,1.9209618506493502,122.94155844155841,2.6936308466472892e-05,20.788846773557935,0.0008879369180251476,7,1,1,3.940718306745663,0.6846987291810781,0.1943588321175577,1,0.0
NAF,Nuke,66,5.03030303030303,1.1620018535681187,75.53012048192771,0.3494361084138465,7.032018179418155,0.21826994636652142,7,0,0,10.588986837419625,0.06016641376839711,0.03220518775751755,1,0.0
sdy,Ancient,105,6.0,1.5544871794871795,161.66666666666666,0.000505726063747037,7.662525871977782,0.3632901268046489,9,1,0,7.320658093576242,0.5024640398852321,0.0924145299145299,1,0.0
sdy,Anubis,77,5.909090909090909,1.4615384615384617,111.07692307692308,0.010790181989199642,8.571633965446136,0.28489046138256385,9,1,0,5.90987133033251,0.5503118616411371,0.07810650887573965,1,0.0
sdy,Dust2,84,6.333333333333333,1.5954343690551682,132.42105263157896,0.0009239840117695056,15.051789054813526,0.019857714741932916,8,1,1,13.252749656252004,0.10344412790041822,0.0940159530087108,1,0.0
sdy,Mirage,93,5.21505376344086,1.0748543254146123,98.88659793814435,0.586153234247446,5.505464429239537,0.4807965002775567,8,0,0,5.074951510534888,0.4068017132694537,0.01435350982177103,1,0.0
sdy,Nuke,71,5.042253521126761,1.5777334397446134,110.44134078212294,0.0029459067798720748,6.93902379463821,0.3265231041895772,8,1,0,4.216228315876474,0.7545625451886796,0.11457841961415514,1,0.0
oSee,Ancient,67,4.731343283582089,1.6625561609788742,109.72870662460569,0.001172218225095517,10.345024368256853,0.06602896153783516,7,1,0,5.029335774038167,0.5400561301539404,0.1400355292920649,1,0.0
oSee,Anubis,59,5.271186440677966,1.581993569131833,91.75562700964632,0.006263033039600104,12.830096417069406,0.04581478658379454,8,1,1,3.103164034968848,0.6840845928298309,0.11041035555877216,1,0.0
oSee,Dust2,61,6.147540983606557,1.1269333333333331,67.616,0.4665417434670932,4.11636930144423,0.6609319222861394,8,0,0,3.132612238949332,0.6795494058633536,0.020647822222222202,1,0.0
oSee,Inferno,67,5.835820895522388,1.4933736340385957,98.56265984654732,0.011582151915608215,6.300178997352528,0.27809612015315693,7,1,0,8.443226036330058,0.20739557298501188,0.084542285116588,1,0.0
oSee,Mirage,85,5.435294117647059,1.359925788497217,114.23376623376623,0.031556299990618174,7.14850674871229,0.3073315868111878,8,1,0,4.866482784352716,0.5610484074508384,0.06622011260230182,1,0.0
Viggo,Ancient,61,5.737704918032787,1.4343809523809525,86.06285714285715,0.030690194798441005,9.878943106550297,0.07873891250395412,7,1,0,10.244634940141783,0.11472079058976416,0.07570639455782317,1,0.0
Viggo,Nuke,50,3.98,1.1843913444774894,58.03517587939698,0.35321017540172855,6.12110790036752,0.1902845786623884,6,0,0,6.301239282309968,0.17775270241819108,0.04632948353705765,1,0.0
ChildKing,Ancient,86,5.1395348837209305,1.7266968325791852,146.76923076923075,7.32710808344521e-05,7.8018947926193345,0.25297929434598226,8,1,0,12.218465473651287,0.09359955512529064,0.14139350136156092,1,0.0
ChildKing,Anubis,43,4.674418604651163,1.0056858564321252,42.23880597014925,0.9213024552543653,9.1915303392797,0.056486416950717246,6,0,0,9.237793330525315,0.026290796876352506,0.0012163772466735343,1,1.0
ChildKing,Dust2,56,4.696428571428571,1.2692015209125478,69.80608365019012,0.17252728884018526,5.064446499004735,0.4080658307094251,7,0,0,4.039503563706149,0.4006860222476249,0.057320475935751604,1,0.0
ChildKing,Inferno,74,5.743243243243243,1.4075423045930702,102.75058823529413,0.024864949976125563,5.913835801657456,0.4329112360400439,8,1,0,4.662204304531058,0.5878082179270874,0.07096030715267576,1,0.0
ChildKing,Mirage,58,5.068965517241379,1.4249910490511994,81.22448979591837,0.03847344994926285,5.70245528405103,0.3362560506639712,7,1,0,1.5253761492575941,0.9101229665013132,0.08384177158152917,1,0.0
chelleos,Anubis,52,4.75,1.3116615067079465,66.89473684210526,0.13378831039012487,6.562788680987897,0.2552385068490724,7,0,0,4.331381118966084,0.3630120166901851,0.06561294878062028,1,0.0
chelleos,Dust2,57,6.280701754385965,1.664704708699122,93.22346368715084,0.0026396783810129377,1.4082871992360286,0.9653523526951898,8,1,0,7.726815390918529,0.35729833510561054,0.10583287261410601,1,0.0
chelleos,Inferno,59,6.779661016949152,1.5719827586206898,91.17500000000001,0.007066309193525905,18.377939891268877,0.005353957889714204,8,1,1,13.725834812140278,0.056278119682587016,0.08436745689655177,1,0.0
chelleos,Mirage,64,5.0625,1.2972761120909269,81.72839506172839,0.11295649852717973,1.1416255160471425,0.95035350357612,7,0,0,5.086631282963252,0.40539941510685573,0.05872120732660284,1,0.0
chelleos,Nuke,79,5.1265822784810124,1.6223488445710674,126.54320987654326,0.0008452082787682962,6.8623429864782715,0.33376557535757023,8,1,0,5.022066909114819,0.6572701723426826,0.12139644128670204,1,0.0
Viggo,Ancient,61,5.737704918032787,1.4343809523809525,86.06285714285715,0.030690194798441005,9.878943106550297,0.07873891250395412,7,1,0,10.244634940141783,0.11472079058976416,0.07570639455782317,1,0.0
Viggo,Nuke,50,3.98,1.1843913444774894,58.03517587939698,0.35321017540172855,6.12110790036752,0.1902845786623884,6,0,0,6.301239282309968,0.17775270241819108,0.04632948353705765,1,0.0
Leomonster,Ancient,94,5.308510638297872,1.5273773353157931,142.04609218436877,0.001608180358674912,11.967803725986435,0.06269092997250506,8,1,0,1.222845742823996,0.990391331331653,0.09934563029996905,1,0.0
Leomonster,Dust2,72,5.666666666666667,1.1184755592377797,79.41176470588236,0.462184374080014,6.374882775294871,0.38253092265114164,8,0,0,9.43893850098614,0.15035549389406966,0.020907451630196406,1,0.0
Leomonster,Inferno,66,5.696969696969697,1.3338788870703764,86.70212765957446,0.07471573297844286,10.069201703533281,0.12176787354464896,8,0,0,9.178080789196489,0.16380785433113296,0.05860640039001286,1,0.0
Leomonster,Mirage,68,5.014705882352941,1.3303716023985646,89.13489736070383,0.07331016939175386,5.686900522638745,0.3378863688022527,7,0,0,7.601090763142285,0.17963396403889034,0.06588055414399528,1,0.0
Leomonster,Nuke,82,4.341463414634147,1.121653488694687,90.85393258426964,0.4255920494431793,4.42412813568499,0.6194806524673326,8,0,0,4.526500751482421,0.4763455776860144,0.028021309193720024,1,0.0
Kylar,Ancient,77,5.441558441558442,1.9174726793116437,145.72792362768493,5.339812470930108e-06,33.555065325552974,8.197758548502907e-06,8,1,1,9.227984710760326,0.3234301373952056,0.16860476445583905,1,0.0
Kylar,Dust2,44,4.590909090909091,1.8775040294727152,80.73267326732676,0.0008670437226971326,4.3299291977340015,0.36319233791536876,6,1,0,3.314813825380985,0.6515744676615031,0.19113949156831417,1,0.0
Kylar,Mirage,56,4.589285714285714,1.6859568447117086,92.72762645914398,0.00220985757492968,14.610408548483138,0.01216339814204072,7,1,1,10.339411887655281,0.11106726716603793,0.14946919573484702,1,0.0
