player,map,N,lambda,VMR,Disp_Stat,P_disp,Chi_stat,P_chi,n_bins,reject_disp,reject_chi,NB_stat,P_nb,alpha_hat,nb_defined,reject_nb
tom1jed,Ancient,55,4.381818181818182,1.229752574150914,66.40663900414935,0.23957576932319452,2.0652439952483728,0.7237600142655218,6,0,0,5.738680962432379,0.21953218972576355,0.052433160075934744,1,0.0
tom1jed,Dust2,84,5.619047619047619,1.4318970798448032,118.84745762711866,0.012076901570108583,17.30351928628394,0.015540453726307324,9,1,1,11.983807049224803,0.06233102569723853,0.0768630396333972,1,0.0
tom1jed,Inferno,53,6.867924528301887,2.100274725274725,109.2142857142857,1.2047793095550295e-05,11.804230487847,0.03757100509515,7,1,1,11.943790676164838,0.153729480518218,0.16020483637241875,1,0.0
tom1jed,Mirage,61,5.081967213114754,1.372795698924731,82.36774193548386,0.05857606773591707,2.8180614403863475,0.7280106011401406,7,0,0,1.7162476675772873,0.8868465053187811,0.07335657301422127,1,0.0
tom1jed,Nuke,102,4.313725490196078,1.1980198019801984,121.00000000000004,0.17070100335080787,8.887591546003357,0.17999923712955268,8,0,0,9.848947191883726,0.07963016372807179,0.04590459045904602,1,0.0
snav,Ancient,155,6.451612903225806,1.1216233766233767,172.73000000000002,0.28713232034689745,4.2809470653357,0.8919675833682187,11,0,0,4.943468971700915,0.7636008217757945,0.018851623376623404,1,0.0
snav,Anubis,42,5.571428571428571,1.6035021888680427,65.74358974358975,0.016808596277944083,4.093070947500782,0.39355657839349595,6,1,0,7.924463587390212,0.1604480150052764,0.10832090569426407,1,0.0
snav,Dust2,77,6.922077922077922,1.6680655672953488,126.77298311444653,0.00046654323532213486,24.796022573402027,0.0008246259246060115,9,1,1,13.28095367810355,0.1025415513865587,0.09651228645730181,1,0.0
snav,Mirage,144,5.75,1.227120705381575,175.47826086956522,0.06717692333673987,4.840351964600547,0.6794385108672102,9,0,0,5.088983885954805,0.6491049212378718,0.03949925310983912,1,0.0
snav,Nuke,73,5.383561643835616,1.282866836301951,92.36641221374047,0.10659567556002411,5.101330462183785,0.5308840654372584,8,0,0,5.358323821123786,0.4987427861554895,0.05254269478382299,1,0.0
kroK,Ancient,57,5.631578947368421,1.1772363150867824,65.92523364485982,0.34225804249897573,4.491847987894199,0.48097488981223246,7,0,0,3.6087162203596628,0.6070050673805973,0.03147186903410157,1,0.0
kroK,Inferno,53,5.773584905660377,1.6097285067873304,83.70588235294119,0.006954967894630326,3.673384892228127,0.5973296266275392,7,1,0,4.704043133128408,0.5822925173585702,0.10560657143702129,1,0.0
kroK,Mirage,47,5.0,1.7391304347826086,80.0,0.002797874682559599,5.8049860019964425,0.3256595205171632,7,1,0,6.767922215923768,0.2384802536250294,0.14782608695652172,1,0.0
kroK,Nuke,76,4.131578947368421,1.299532908704883,97.46496815286623,0.08346940169277596,1.795380919079331,0.8766710335784542,7,0,0,0.9541223221607997,0.9661806017833792,0.07249841102411182,1,0.0
yAmi,Ancient,75,5.466666666666667,1.2524719841793013,92.6829268292683,0.13981577896548147,3.209784914086325,0.7820933745694144,8,0,0,1.6999424660533788,0.945125709910696,0.046183899544994134,1,0.0
yAmi,Inferno,57,5.052631578947368,1.2046130952380951,67.45833333333333,0.2807516144999951,2.555720898671976,0.7680810045278319,7,0,0,4.803775279757568,0.4402941844699356,0.04049634176587301,1,0.0
yAmi,Nuke,56,5.089285714285714,1.6096331738437002,88.52982456140352,0.005573450504478976,6.342748169501719,0.2742817473905599,7,1,0,2.9815706317949866,0.7028272550565426,0.1197875710008674,1,0.0
max,Ancient,108,6.12962962962963,1.6134059914730217,172.63444108761328,0.00012050375665527019,13.18158954860581,0.10575254400968886,10,1,0,2.513158463687659,0.9611145188914355,0.10007227655451106,1,0.0
max,Anubis,42,5.738095238095238,1.539216678473839,63.1078838174274,0.029661184914731294,10.864163336749003,0.054140742493753516,7,1,0,6.531840267550448,0.2578494137990956,0.0939713713522873,1,0.0
max,Dust2,110,5.972727272727273,1.2486699342298186,136.10502283105023,0.08067590981083021,5.5826863833321285,0.5892299709600367,9,0,0,7.020337062314549,0.42676544761471025,0.041634235563592144,1,0.0
max,Inferno,79,6.493670886075949,1.6500224921277553,128.7017543859649,0.0005346743005136884,18.134029199062297,0.0113797036026057,9,1,1,10.588581325602966,0.22611757535236532,0.10010092958692526,1,0.0
max,Mirage,78,5.166666666666667,1.158357771260997,89.19354838709677,0.32309497340345505,6.493103147032727,0.3702732925962336,8,0,0,5.335206210581233,0.3763545421697601,0.030649891211805856,1,0.0
max,Nuke,147,4.918367346938775,1.1851304496106407,173.02904564315352,0.1255340215060119,9.51462122954564,0.2177876061898082,9,0,0,6.7746322125449,0.452716375002858,0.03764063083369872,1,0.0
max,Ancient,108,6.12962962962963,1.6134059914730217,172.63444108761328,0.00012050375665527019,13.18158954860581,0.10575254400968886,10,1,0,2.513158463687659,0.9611145188914355,0.10007227655451106,1,0.0
max,Anubis,42,5.738095238095238,1.539216678473839,63.1078838174274,0.029661184914731294,10.864163336749003,0.054140742493753516,7,1,0,6.531840267550448,0.2578494137990956,0.0939713713522873,1,0.0
max,Dust2,110,5.972727272727273,1.2486699342298186,136.10502283105023,0.08067590981083021,5.5826863833321285,0.5892299709600367,9,0,0,7.020337062314549,0.42676544761471025,0.041634235563592144,1,0.0
max,Inferno,79,6.493670886075949,1.6500224921277553,128.7017543859649,0.0005346743005136884,18.134029199062297,0.0113797036026057,9,1,1,10.588581325602966,0.22611757535236532,0.10010092958692526,1,0.0
max,Mirage,78,5.166666666666667,1.158357771260997,89.19354838709677,0.32309497340345505,6.493103147032727,0.3702732925962336,8,0,0,5.335206210581233,0.3763545421697601,0.030649891211805856,1,0.0
max,Nuke,147,4.918367346938775,1.1851304496106407,173.02904564315352,0.1255340215060119,9.51462122954564,0.2177876061898082,9,0,0,6.7746322125449,0.452716375002858,0.03764063083369872,1,0.0
bajmi,Ancient,113,5.557522123893805,1.2497156505914466,139.96815286624204,0.07569966314946446,11.2015681418537,0.1300651872462541,9,0,0,6.654525025535705,0.3539807860859226,0.04493291165100873,1,0.0
bajmi,Anubis,78,5.115384615384615,1.5536568694463433,119.63157894736842,0.002682440217783789,14.02341722283158,0.029375671574949032,8,1,1,13.85279575500849,0.05386232666424715,0.10823367372635283,1,0.0
bajmi,Dust2,56,5.303571428571429,1.5490052035506578,85.19528619528619,0.011202695688888296,8.918981223846473,0.17818604264034535,8,1,0,4.231017030053641,0.5166570804876235,0.1035161326560163,1,0.0
bajmi,Inferno,67,5.582089552238806,1.3362502025603633,88.19251336898398,0.07088048268577565,10.13180938180473,0.11920986491052321,8,0,0,10.705911914044865,0.0979020575131639,0.06023733575279235,1,0.0
bajmi,Mirage,93,5.043010752688172,1.1247334754797442,103.47547974413646,0.38877130942690435,4.159625152675318,0.6550847398459216,8,0,0,3.9960392116070764,0.5499863505191274,0.024733930105791512,1,0.0
bajmi,Nuke,140,4.392857142857143,1.4958764695560625,207.9268292682927,0.0002756793242571924,7.615461495677135,0.26765031588170135,8,1,0,10.249557645567917,0.17486684508930467,0.1128824483542256,1,0.0
M1key,Ancient,156,5.794871794871795,1.2730231230373965,197.31858407079648,0.02437123686675354,15.500705913266495,0.050110260943472915,10,1,0,11.89604717084444,0.15590261768188027,0.04711460972769234,1,0.0
M1key,Anubis,82,4.853658536585366,1.2978472609963398,105.12562814070353,0.07415067878505488,6.338135779876208,0.27469297723690295,7,0,0,6.401640600746293,0.3797325686850633,0.06136551608467304,1,0.0
M1key,Dust2,66,5.787878787878788,1.4434152235199353,93.8219895287958,0.022306544090468106,7.624926659956879,0.1781541346824161,7,1,0,6.009225619336362,0.4221574138436464,0.07661100720501501,1,0.0
M1key,Inferno,70,5.814285714285714,1.3474699996439128,92.97542997542998,0.05762041273718991,7.233376310701441,0.299803029602518,8,0,0,6.275001631876045,0.39309982704134294,0.05976142500018157,1,0.0
M1key,Mirage,124,5.241935483870968,1.0992370231394621,135.20615384615385,0.4259923003197195,6.160983148434053,0.5210831479357695,9,0,0,4.333902805490936,0.6315881737279163,0.018931370568143528,1,0.0
M1key,Nuke,66,4.666666666666667,1.314285714285714,85.42857142857142,0.09113350558344908,3.9375559154156243,0.5584410189911497,7,0,0,5.581426305842939,0.3490997794337358,0.06734693877551017,1,0.0
BiBiAhn,Mirage,53,5.509433962264151,1.6728134878819811,86.98630136986301,0.0033732236186286633,11.045939643899302,0.050476705414895066,7,1,0,11.267837709247738,0.08044301402475426,0.12212025636214043,1,0.0
Senzu,Ancient,89,5.797752808988764,1.2355091613812543,108.72480620155038,0.13273090046752775,8.589237482217447,0.2835069787516469,9,0,0,6.8788160544081585,0.3321998561931729,0.04062076620723186,1,0.0
Senzu,Anubis,58,3.9655172413793105,1.2738367658276126,72.60869565217392,0.1592560594458277,13.098748234914085,0.022470755874822022,7,0,1,13.495161060119425,0.009093458909218824,0.06905448877391972,1,1.0
Senzu,Dust2,49,5.816326530612245,2.2399122807017546,107.51578947368422,3.758191080403343e-06,21.705041513357592,0.0005956883742431547,7,1,1,19.41450936950377,0.006983364120938774,0.21317790089258234,1,1.0
Senzu,Inferno,68,7.014705882352941,1.3808629806940145,92.51781970649897,0.04236577143123896,11.644185484651631,0.11288404795880462,9,1,0,9.488387652724315,0.21946614788720967,0.05429493225826621,1,0.0
Senzu,Mirage,115,4.626086956521739,1.203930879831157,137.2481203007519,0.13639034492369922,5.825184250177462,0.5603037521984486,9,0,0,5.724467721510535,0.45475215625335086,0.04408280297102078,1,0.0
